Category,Level1,Level2,Level3,Level4,Total,,A,B,C,D
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),State Small Business Credit Initiative,90,b,,,,0.251
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Financial Research Fund,23,b,,,,0.154
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,68,b,,,,0.582
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Business Loans Program Account,72,b,,,,0.491
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Commodity Futures Trading Commission,39,b,,,,0.297
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Universal Service Fund,89,b,,,,1.867
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Universal Service Fund,35,b,,,,7.795
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,41,b,,,,0.158
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,57,b,,,,0.105
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Investor Protection Fund,13,b,,,,0.133
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Public Company Accounting Oversight Board,66,b,,,,0.236
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Securities Investor Protection Corporation,51,b,,,,0.299
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Travel Promotion Fund,78,b,,,,0.1
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Bureau of Consumer Financial Protection Fund,26,b,,,,0.394
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,14,b,,,,-0.198
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),"Spectrum Auction Receipts, Public Safety Trust Fund",82,b,,,,-1.216
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,29,b,,,,0.497
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,40,b,,,,0.068
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Promote and Develop Fishery Products and Research Pertaining to American Fisheries,45,b,,,,-0.071
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Promote and Develop Fishery Products and Research Pertaining to American Fisheries,40,b,,,,0.071
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Scientific and Technical Research and Services,6,b,,,,0.705
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Wireless Innovation (WIN) Fund,73,b,,,,-0.288
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Construction of Research Facilities,66,b,,,,0.182
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Industrial Technology Services,11,b,,,,0.156
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),National Network for Manufacturing Innovation,35,b,,,,0.208
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,65,b,,,,0.056
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),State and Local Implementation Fund,97,b,,,,-0.16
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,53,b,,,,0.062
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),"Broadband Technology Opportunities Program, Recovery Act",30,b,,,,1.159
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Incentive Auction Relocation Fund,53,b,,,,-0.5
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Public Safety Trust Fund,36,b,,,,1.216
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,84,b,,,,0.259
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Periodic Censuses and Programs,64,b,,,,0.717
,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,70,b,,,,0.1
,Other Spending,Economic affairs n.e.c.,Sale of major assets (954),Proceeds from Sale of Securities from the AIG Credit Facility Trust,35,b,,,,-4.035
,Other Spending,Economic affairs n.e.c.,Sale of major assets (954),Asset Sale Proceeds,51,b,,,,-0.12
,Other Spending,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Auction Receipts,79,b,,,,-0.425
,Other Spending,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Spectrum License User Fees,57,b,,,,-0.2
,Other Spending,Economic affairs n.e.c.,"Current Operations  Miscellaneous Commercial Activities, NEC (E03)",,64,g,0,2.5,5.5,8
,Other Spending,Economic affairs n.e.c.,"Construction  Miscellaneous Commercial Activities, NEC (F03)",,7,g,0,0.2,0.2,0.3
,Other Spending,Economic affairs n.e.c.,"Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)",,86,g,0,0,0,0.1
,Other Spending,Waste management,Current Operations  Solid Waste Management (E81),,12,g,0,2.8,24.2,26.9
,Other Spending,Waste management,Construction  Solid Waste Management (F81),,28,g,0,0.2,1.3,1.5
,Other Spending,Waste management,Other Capital Outlay  Solid Waste Management (G81),,77,g,0,0,1.1,1.2
,Other Spending,Waste water management,Federal Intergovernmental  Sewerage (B80),,89,g,-3.4,0,0,-3.4
,Other Spending,Waste water management,Current Operations  Sewerage (E80),,78,g,0,0.7,30.6,31.3
,Other Spending,Waste water management,Construction  Sewerage (F80),,63,g,0,0.9,22.6,23.5
,Other Spending,Waste water management,Other Capital Outlay  Sewerage (G80),,56,g,0,0,2.1,2.1
,Other Spending,Pollution abatement,Pollution control and abatement (304),State and Tribal Assistance Grants,69,b,,,,3.876
,Other Spending,Pollution abatement,Pollution control and abatement (304),Science and Technology,72,b,,,,0.812
,Other Spending,Pollution abatement,Pollution control and abatement (304),Environmental Programs and Management,66,b,,,,2.743
,Other Spending,Pollution abatement,Pollution control and abatement (304),Payment to the Hazardous Substance Superfund,13,b,,,,1.011
,Other Spending,Pollution abatement,Pollution control and abatement (304),Working Capital Fund,12,b,,,,0.061
,Other Spending,Pollution abatement,Pollution control and abatement (304),"Recoveries, Hazardous Substance Superfund",12,b,,,,-0.104
,Other Spending,Pollution abatement,Pollution control and abatement (304),"Interfund Transactions, Hazardous Substance Superfund",32,b,,,,-1.011
,Other Spending,Pollution abatement,Pollution control and abatement (304),Hazardous Substance Superfund,98,b,,,,0.211
,Other Spending,Pollution abatement,Pollution control and abatement (304),Hazardous Substance Superfund,94,b,,,,1.202
,Other Spending,Pollution abatement,Pollution control and abatement (304),Leaking Underground Storage Tank Trust Fund,91,b,,,,0.106
,Other Spending,Pollution abatement,Pollution control and abatement (304),Maritime Oil Spill Programs,73,b,,,,0.155
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Rent and Bonuses from Land Leases for Resource Exploration and Extraction,98,b,,,,-0.065
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Royalties on Natural Resources, not Otherwise Classified",96,b,,,,-0.377
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Reclamation Fund, Royalties on Natural Resources",14,b,,,,-1.732
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Receipts from Mineral Leasing, Public Lands",45,b,,,,-2.184
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Payment from the General Fund, Cooperative Endangered Species Conservation Fund",52,b,,,,-0.057
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Natural Resources Damages from Legal Actions,3,b,,,,-0.057
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Land Sales, Southern Nevada Public Land Management",65,b,,,,-0.1
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Resource Management,31,b,,,,1.327
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),State and Tribal Wildlife Grants,49,b,,,,0.079
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Land Acquisition,7,b,,,,0.096
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Cooperative Endangered Species Conservation Fund,31,b,,,,0.09
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Cooperative Endangered Species Conservation Fund,31,b,,,,0.053
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Offshore Safety and Environmental Enforcement,88,b,,,,0.074
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Management of Lands and Resources,66,b,,,,0.991
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Oregon and California Grant Lands,99,b,,,,0.112
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Permanent Operating Funds,97,b,,,,0.219
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Ocean Energy Management,51,b,,,,0.077
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Operation of Indian Programs,36,b,,,,0.174
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Regulation and Technology,56,b,,,,0.081
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Payments to States in Lieu of Coal Fee Receipts,23,b,,,,0.082
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Abandoned Mine Reclamation Fund,47,b,,,,0.153
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Wildland Fire Management,35,b,,,,0.849
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Natural Resource Damage Assessment Fund,55,b,,,,0.061
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),National Forest Fund,100,b,,,,0.054
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"National Forests Fund, Payments to States",26,b,,,,-0.07
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),National Grasslands,39,b,,,,-0.062
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Commodity Credit Corporation Fund,46,b,,,,2.196
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation Operations,89,b,,,,0.816
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Farm Security and Rural Investment Programs,49,b,,,,-0.128
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Farm Security and Rural Investment Programs,52,b,,,,3.309
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Capital Improvement and Maintenance,20,b,,,,0.47
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Forest and Rangeland Research,88,b,,,,0.331
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),State and Private Forestry,19,b,,,,0.309
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),State and Private Forestry,22,b,,,,0.12
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),National Forest System,88,b,,,,1.68
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Wildland Fire Management,99,b,,,,2.383
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Forest Service Permanent Appropriations,100,b,,,,0.094
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Land Acquisition,31,b,,,,0.07
,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Forest Service Trust Funds,17,b,,,,0.127
,Other Spending,R&D Environmental protection,,,15,,0,0,0,0
,Other Spending,Environmental protection n.e.c.,,,81,,0,0,0,0
,Other Spending,Housing development,Mortgage credit (371),GSE Fees Pursuant to P.L. 11278 Sec. 401,80,b,,,,-1.479
,Other Spending,Housing development,Mortgage credit (371),"Proceeds, GSE Equity Related Transactions",14,b,,,,-21.69
,Other Spending,Housing development,Mortgage credit (371),GSE Preferred Stock Purchase Agreements,8,b,,,,12.7
,Other Spending,Housing development,Mortgage credit (371),"FHAgeneral and Special Risk, Negative Subsidies",64,b,,,,-0.588
,Other Spending,Housing development,Mortgage credit (371),"GNMAguarantees of Mortgage Backed Securities Guarantee Loans, Negative Subsidies",23,b,,,,-0.55
,Other Spending,Housing development,Mortgage credit (371),Guarantees of Mortgagebacked Securities Loan Guarantee Program Account,83,b,,,,-0.067
,Other Spending,Housing development,Mortgage credit (371),Guarantees of Mortgagebacked Securities Liquidating Account,60,b,,,,0.197
,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage Insurance Program Account,53,b,,,,0.136
,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage Insurance Capital Reserve Account,90,b,,,,-8.188
,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage Insurance Capital Reserve Account,57,b,,,,-0.152
,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage and Cooperative Housing Insurance Funds Liquidating Account,38,b,,,,0.052
,Other Spending,Housing development,Mortgage credit (371),FHAgeneral and Special Risk Insurance Funds Liquidating Account,32,b,,,,0.06
,Other Spending,Housing development,Mortgage credit (371),Housing for the Elderly or Handicapped Fund Liquidating Account,65,b,,,,-0.54
,Other Spending,Housing development,Mortgage credit (371),"Federal Housing Finance Agency, Administrative Expenses",49,b,,,,0.236
,Other Spending,Housing development,Mortgage credit (371),"Rural Housing Insurance, Negative Subsidies",24,b,,,,-0.062
,Other Spending,Housing development,Mortgage credit (371),Rural Housing Insurance Fund Program Account,37,b,,,,0.506
,Other Spending,Housing development,Mortgage credit (371),Rural Housing Insurance Fund Liquidating Account,72,b,,,,-0.56
,Other Spending,Community development,Community development (451),Community Development Financial Institutions Fund Program Account,1,b,,,,0.209
,Other Spending,Community development,Community development (451),Research and Technology,74,b,,,,0.059
,Other Spending,Community development,Community development (451),Lead Hazard Reduction,87,b,,,,0.13
,Other Spending,Community development,Community development (451),Office of Inspector General,99,b,,,,0.128
,Other Spending,Community development,Community development (451),Community Planning and Development Personnel Compensation and Benefits,86,b,,,,0.104
,Other Spending,Community development,Community development (451),Transformation Initiative,58,b,,,,0.101
,Other Spending,Community development,Community development (451),Working Capital Fund,4,b,,,,0.284
,Other Spending,Community development,Community development (451),Community Development Fund,29,b,,,,5.704
,Other Spending,Community development,Community development (451),Neighborhood Stabilization Program,44,b,,,,5.548
,Other Spending,Community development,Community development (451),Payment to Neighborhood Reinvestment Corporation,14,b,,,,0.213
,Other Spending,Community development,Area and regional development (452),"Return of Principal from Private Sector Investments, Tribal Special Fund",25,b,,,,-0.315
,Other Spending,Community development,Area and regional development (452),"Power Revenues, Indian Irrigation Projects",29,b,,,,-0.07
,Other Spending,Community development,Area and regional development (452),"Return of Principal from Private Sector Investments, Tribal Trust Fund",59,b,,,,-0.097
,Other Spending,Community development,Area and regional development (452),Operation of Indian Programs,39,b,,,,0.157
,Other Spending,Community development,Area and regional development (452),Operation of Indian Programs,58,b,,,,1.206
,Other Spending,Community development,Area and regional development (452),Construction,23,b,,,,0.196
,Other Spending,Community development,Area and regional development (452),Miscellaneous Permanent Appropriations,97,b,,,,0.1
,Other Spending,Community development,Area and regional development (452),Trust Land Consolidation Fund,18,b,,,,0.35
,Other Spending,Community development,Area and regional development (452),Tribal Special Fund,96,b,,,,0.339
,Other Spending,Community development,Area and regional development (452),Tribal Trust Fund,2,b,,,,0.104
,Other Spending,Community development,Area and regional development (452),Appalachian Regional Commission,50,b,,,,0.063
,Other Spending,Community development,Area and regional development (452),National Infrastructure Bank Program Account,73,b,,,,0.107
,Other Spending,Community development,Area and regional development (452),Salaries and Expenses,80,b,,,,0.218
,Other Spending,Community development,Area and regional development (452),"Distance Learning, Telemedicine, and Broadband Program",88,b,,,,0.709
,Other Spending,Community development,Area and regional development (452),"Distance Learning, Telemedicine, and Broadband Program",78,b,,,,0.075
,Other Spending,Community development,Area and regional development (452),Rural Water and Waste Disposal Program Account,73,b,,,,0.933
,Other Spending,Community development,Area and regional development (452),Rural Water and Waste Disposal Program Account,36,b,,,,0.113
,Other Spending,Community development,Area and regional development (452),Rural Development Insurance Fund Liquidating Account,70,b,,,,-0.126
,Other Spending,Community development,Area and regional development (452),Rural Community Facilities Program Account,29,b,,,,0.065
,Other Spending,Community development,Area and regional development (452),Rural Business Program Account,64,b,,,,0.086
,Other Spending,Community development,Area and regional development (452),Energy Assistance Payments,42,b,,,,0.129
,Other Spending,Community development,Area and regional development (452),Rural Economic Development Grants,60,b,,,,-0.161
,Other Spending,Community development,Area and regional development (452),Biorefinery Assistance Program Account,87,b,,,,0.06
,Other Spending,Community development,Area and regional development (452),Economic Development Assistance Programs,92,b,,,,0.444
,Other Spending,Community development,Disaster relief and insurance (453),Office of Health Affairs,75,b,,,,0.166
,Other Spending,Community development,Disaster relief and insurance (453),National Protection and Programs Directorate,40,b,,,,0.053
,Other Spending,Community development,Disaster relief and insurance (453),National Flood Insurance Fund,65,b,,,,-0.364
,Other Spending,Community development,Disaster relief and insurance (453),Flood Hazard Mapping and Risk Analysis Program,76,b,,,,0.115
,Other Spending,Community development,Disaster relief and insurance (453),State and Local Programs,38,b,,,,5.735
,Other Spending,Community development,Disaster relief and insurance (453),Salaries and Expenses,92,b,,,,0.761
,Other Spending,Community development,Disaster relief and insurance (453),Disaster Relief,8,b,,,,0.611
,Other Spending,Community development,Disaster relief and insurance (453),Disaster Relief,25,b,,,,9.349
,Other Spending,Community development,Disaster relief and insurance (453),Disaster Assistance Direct Loan Program Account,96,b,,,,0.053
,Other Spending,Community development,Disaster relief and insurance (453),Radiological Emergency Preparedness Program,1,b,,,,0.051
,Other Spending,Community development,Disaster relief and insurance (453),National Predisaster Mitigation Fund,21,b,,,,0.16
,Other Spending,Community development,Disaster relief and insurance (453),First Responder Stabilization Fund,52,b,,,,0.399
,Other Spending,Community development,Disaster relief and insurance (453),Disaster Loans Program Account,6,b,,,,0.285
,Other Spending,Community development,Disaster relief and insurance (453),Emergency Conservation Program,8,b,,,,0.101
,Other Spending,Community development,Current Operations  Parking Facilities (E60),,28,g,0,0,1.4,1.4
,Other Spending,Community development,Construction  Parking Facilities (F60),,32,g,0,0,0.3,0.3
,Other Spending,Community development,Other Capital Outlay  Parking Facilities (G60),,41,g,0,0,0.1,0.1
,Other Spending,Water supply,Water resources (301),"Reclamation Fund, Other Proprietary Receipts from the Public",14,b,,,,-0.128
,Other Spending,Water supply,Water resources (301),"Revenues, Colorado River Dam Fund, Boulder Canyon Project",6,b,,,,-0.111
,Other Spending,Water supply,Water resources (301),Policy and Administration,83,b,,,,0.06
,Other Spending,Water supply,Water resources (301),Reclamation Water Settlements Fund,75,b,,,,0.06
,Other Spending,Water supply,Water resources (301),"Colorado River Dam Fund, Boulder Canyon Project",40,b,,,,0.104
,Other Spending,Water supply,Water resources (301),Water and Related Resources,24,b,,,,0.921
,Other Spending,Water supply,Water resources (301),Mississippi River and Tributaries,19,b,,,,0.56
,Other Spending,Water supply,Water resources (301),Investigations,67,b,,,,0.123
,Other Spending,Water supply,Water resources (301),Construction,70,b,,,,2.602
,Other Spending,Water supply,Water resources (301),Operation and Maintenance,10,b,,,,1.957
,Other Spending,Water supply,Water resources (301),Expenses,34,b,,,,0.183
,Other Spending,Water supply,Water resources (301),Flood Control and Coastal Emergencies,55,b,,,,1.479
,Other Spending,Water supply,Water resources (301),Regulatory Program,11,b,,,,0.212
,Other Spending,Water supply,Water resources (301),Coastal Wetlands Restoration Trust Fund,38,b,,,,0.11
,Other Spending,Water supply,Water resources (301),Inland Waterways Trust Fund,17,b,,,,0.097
,Other Spending,Water supply,Water resources (301),"Contributions, Rivers and Harbors, Other Than Port and Harbor User Fees",49,b,,,,-0.45
,Other Spending,Water supply,Water resources (301),Rivers and Harbors Contributed Funds,97,b,,,,0.456
,Other Spending,Water supply,Water resources (301),Harbor Maintenance Trust Fund,73,b,,,,0.839
,Other Spending,Water supply,Water resources (301),Watershed Rehabilitation Program,63,b,,,,0.053
,Other Spending,Water supply,Water resources (301),Watershed and Flood Prevention Operations,67,b,,,,0.164
,Other Spending,Water supply,Federal Intergovernmental  Water Utilities (B91),,92,g,-1.7,0,0,-1.7
,Other Spending,Water supply,Current Operations  Water Utilities (E91),,73,g,0,0.2,39.1,39.3
,Other Spending,Water supply,Construction  Water Utilities (F91),,39,g,0,0,11.5,11.5
,Other Spending,Water supply,Other Capital Outlay  Water Utilities (G91),,93,g,0,0,2.2,2.2
,Other Spending,Water supply,Water Utilities  Interest on Debt (I91),,51,g,0,0.1,6.6,6.8
,Other Spending,Street lighting,,,18,,0,0,0,0
,Other Spending,R&D Housing and community amenities,,,39,,0,0,0,0
,Other Spending,Housing and community amenities n.e.c.,,,8,,0,0,0,0
,Other Spending,Recreational and sporting services,Recreational resources (303),"Recreation Enhancement Fee, National Park System",44,b,,,,-0.172
,Other Spending,Recreational and sporting services,Recreational resources (303),Park Concessions Franchise Fees,97,b,,,,-0.07
,Other Spending,Recreational and sporting services,Recreational resources (303),Federal Aid in Wildlife Restoration,20,b,,,,0.424
,Other Spending,Recreational and sporting services,Recreational resources (303),Migratory Bird Conservation Account,89,b,,,,0.059
,Other Spending,Recreational and sporting services,Recreational resources (303),Sport Fish Restoration,10,b,,,,0.5
,Other Spending,Recreational and sporting services,Recreational resources (303),Operation of the National Park System,32,b,,,,2.276
,Other Spending,Recreational and sporting services,Recreational resources (303),Construction (and Major Maintenance),5,b,,,,0.279
,Other Spending,Recreational and sporting services,Recreational resources (303),National Recreation and Preservation,64,b,,,,0.063
,Other Spending,Recreational and sporting services,Recreational resources (303),Land Acquisition and State Assistance,53,b,,,,0.064
,Other Spending,Recreational and sporting services,Recreational resources (303),Historic Preservation Fund,20,b,,,,0.081
,Other Spending,Recreational and sporting services,Recreational resources (303),Other Permanent Appropriations,70,b,,,,0.179
,Other Spending,Recreational and sporting services,Recreational resources (303),Recreation Fee Permanent Appropriations,81,b,,,,0.158
,Other Spending,Recreational and sporting services,Recreational resources (303),"Recreational Fee Demonstration Program, Forest Service",85,b,,,,-0.062
,Other Spending,Recreational and sporting services,Recreational resources (303),Forest Service Permanent Appropriations,62,b,,,,0.062
,Other Spending,Recreational and sporting services,Current Operations  Parks and Recreation (E61),,33,g,0,4.2,25.6,29.7
,Other Spending,Recreational and sporting services,Construction  Parks and Recreation (F61),,21,g,0,0.7,7.5,8.3
,Other Spending,Recreational and sporting services,Other Capital Outlay  Parks and Recreation (G61),,63,g,0,0.3,2.3,2.6
,Other Spending,Cultural services,,,18,,0,0,0,0
,Other Spending,Broadcasting and publishing services,,,82,,0,0,0,0
,Other Spending,Religious and other community services,,,45,,0,0,0,0
,Other Spending,"R&D Recreation, culture and religion",,,46,,0,0,0,0
,Other Spending,"Recreation, culture and religion n.e.c.",,,92,,0,0,0,0
,Other Spending,R&D General public services,,,59,,0,0,0,0
,Other Spending,General public services n.e.c.,Deductions for offsetting receipts (809),,63,b,0,0,0,-1.8
,Other Spending,General public services n.e.c.,General revenue sharing (851),,89,,0,0,0,0
,Other Spending,General public services n.e.c.,Other general purpose fiscal assistance (852),,85,,0,0,0,0
,Other Spending,General public services n.e.c.,Central Federal credit activities (871),,25,,0,0,0,0
,Other Spending,General public services n.e.c.,Financial stabilization efforts (891),,64,,0,0,0,0
,Other Spending,General public services n.e.c.,Disaster costs (892),,10,,0,0,0,0
,Other Spending,General public services n.e.c.,Bipartisan economic security plan (921),,82,b,0,0,0,0
,Other Spending,General public services n.e.c.,Allowance for anticipated supplemental (922),,7,,0,0,0,0
,Other Spending,General public services n.e.c.,National emergency reserve (923),,92,,0,0,0,0
,Other Spending,General public services n.e.c.,Spectrum relocation (924),,43,b,0,0,0,0
,Other Spending,General public services n.e.c.,Debt collection initiatives (925),,21,b,0,0,0,1.6
,Other Spending,General public services n.e.c.,Adjustment to certain passthrough accounts (926),,70,,0,0,0,0
,Other Spending,General public services n.e.c.,Contingent offset for the refundable portion of the Lantai dan Dinding tax credit (927),,49,,0,0,0,0
,Other Spending,General public services n.e.c.,Contingencies for other requirements (928),,66,,0,0,0,0
,Other Spending,General public services n.e.c.,Other allowances (929),,71,b,0,0,0,0
,Other Spending,General public services n.e.c.,Current Operations  General  Other (E89),,85,g,0,43.6,68.6,112.2
,Other Spending,General public services n.e.c.,Construction  General  Other (F89),,10,g,0,1.5,14.6,16.1
,Other Spending,General public services n.e.c.,Other Capital Outlay  General  Other (G89),,71,g,0,0.7,7.1,7.8
,Other Spending,Transfers of a general character between,Federal Intergovernmental  All Other (B89),,13,g,-41.2,0,0,-41.2
,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest on Treasury Debt Securities (gross),100,b,,,,283.936
,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest Paid to Trust Fund Receipt Accounts  Shadow Account,80,b,,,,172.946
,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest Paid to Expenditure Accounts  Shadow Account,8,b,,,,4.043
,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest Paid to Federal Fund Receipt Accounts  Shadow Account,90,b,,,,11.115
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest Received by Trust Fund, FSMI Fund",32,b,,,,-2.561
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"FHI Trust Fund, Interest Received by Trust Funds",71,b,,,,-10.042
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Unemployment Trust Fund, Interest and Profits on Investments in Public Debt Securities",45,b,,,,-0.431
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Military Retirement Fund",46,b,,,,-17.152
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest, Airport and Airway Trust Fund",46,b,,,,-0.226
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"NSLI Fund, Interest",66,b,,,,-0.317
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"FFB, TVA, and USPS Interest, Civil Service Retirement and Disability Fund",65,b,,,,-0.329
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Treasury Interest, Civil Service Retirement and Disability Fund",94,b,,,,-31.838
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest and Profits on Investments, Hazardous Substance Superfund",96,b,,,,-0.111
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Leaking Underground Storage Tank Trust Fund",35,b,,,,-0.11
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest and Profits on Investments, Vaccine Injury Compensation Trust Fund",37,b,,,,-0.074
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest on Investments, Foreign Service Retirement and Disability Fund",8,b,,,,-0.785
,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Harbor Maintenance Trust Fund",50,b,,,,-0.205
,Interest,Public debt transactions,Interest received by offbudget trust funds (903),"FOASI, Interest Received by Trust Funds",26,b,,,,-103.32
,Interest,Public debt transactions,Interest received by offbudget trust funds (903),"FDI, Interest Received by Trust Funds",36,b,,,,-5.517
,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Abandoned Mine Reclamation Fund",15,b,,,,-0.056
,Interest,Public debt transactions,Other interest (908),"Interest on Loans to the Helium Fund, Department of Interior",12,b,,,,-0.175
,Interest,Public debt transactions,Other interest (908),Interest on Loans to BPA,3,b,,,,-0.336
,Interest,Public debt transactions,Other interest (908),Interest on Loans to Federal Financing Bank,86,b,,,,-2.626
,Interest,Public debt transactions,Other interest (908),"Interest on Loans to National Flood Insurance Fund, DHS",59,b,,,,-0.099
,Interest,Public debt transactions,Other interest (908),Interest on Quota in International Monetary Fund,35,b,,,,-0.055
,Interest,Public debt transactions,Other interest (908),Interest Received from Credit Financing Accounts,44,b,,,,-52.888
,Interest,Public debt transactions,Other interest (908),Interest on Loans and Repayable Advances to the Federal Unemployment Account,65,b,,,,-0.85
,Interest,Public debt transactions,Other interest (908),Payment to the Resolution Funding Corporation,30,b,,,,2.628
,Interest,Public debt transactions,Other interest (908),Interest Paid to Credit Financing Accounts,93,b,,,,12.82
,Interest,Public debt transactions,Other interest (908),"Refunding Internal Revenue Collections, Interest",79,b,,,,3.208
,Interest,Public debt transactions,Other interest (908),Interest on Loans or Advances to the Extended Unemployment Compensation Account,10,b,,,,-0.46
